Metal,Process_Type,End_of_Life,Energy_Use_MJ_per_kg,Emission_kgCO2_per_kg,Water_Use_l_per_kg,Transport_km,Recycled_Content_pct,Reuse_Potential_score,Circularity_Index,Cost_per_kg,Product_Life_Extension_years,Waste_kg_per_kg_metal,Environmental_Impact_Score,Sustainability_Score
Aluminium,Hybrid,Reused,138.62,8.14,8.4,489.59,46.61,5.99,0.19,1.59,13.18,0.29,0.19795112760406908,0.39569917686318135
Cobalt,Recycled,Recycled,105.66,8.62,5.56,362.48,24.65,4.0,0.1,21.8,9.56,0.04,0.17448257677341675,0.22758776418242493
Silver,Recycled,Landfilled,309.27,24.7,111.76,102.2,40.61,1.81,0.33,985.52,28.15,0.02,0.5690785529262588,0.33470696329254734
Gold,Hybrid,Landfilled,463.16,36.31,281.97,177.44,32.41,1.25,0.26,3847.44,46.44,0.04,0.9218601308279846,0.26144867630700774
Nickel,Hybrid,Landfilled,94.32,5.07,5.72,158.15,66.44,4.73,0.64,11.7,12.8,0.17,0.13000567225608525,0.6269880311457174
Steel,Primary,Landfilled,45.36,1.91,9.67,243.76,56.1,3.92,0.62,1.25,31.28,0.09,0.06185205209727827,0.5596080088987765
Tin,Recycled,Landfilled,68.78,2.19,1.97,94.12,51.39,3.3,0.53,17.26,9.3,0.03,0.07825967217171144,0.4909749054505006
Cobalt,Hybrid,Landfilled,88.1,6.11,12.87,392.47,35.59,2.35,0.56,38.93,13.87,0.16,0.14019871777510454,0.4186403114571747
Steel,Recycled,Recycled,52.54,5.4,3.36,263.82,79.21,4.72,0.32,1.87,12.88,0.15,0.09829871425252389,0.5498455617352614
Aluminium,Hybrid,Reused,185.47,9.57,5.07,213.59,58.72,5.33,0.54,2.3,17.61,0.26,0.24752535871434608,0.5694561957730813
Silver,Primary,Reused,217.14,23.21,61.15,167.44,22.57,3.69,0.51,1440.11,21.25,0.04,0.44669970942616305,0.37637121245828703
Steel,Primary,Reused,57.6,7.44,9.71,367.31,67.27,2.62,0.42,1.84,36.18,0.06,0.12698749281561159,0.4953669855394883
Aluminium,Primary,Landfilled,158.96,10.27,7.71,455.44,19.67,1.7,0.19,1.7,19.18,0.26,0.2350732143011849,0.19249979977753062
Gold,Primary,Recycled,447.22,35.88,142.37,184.95,39.52,5.14,0.59,4677.62,19.32,0.04,0.811711737746859,0.508429276974416
Aluminium,Primary,Reused,108.27,6.43,12.69,237.45,53.34,6.02,0.47,2.33,14.26,0.15,0.15942032821929475,0.5352865850945495
Copper,Primary,Landfilled,128.96,6.76,13.85,235.38,75.06,5.38,0.49,7.0,16.58,0.06,0.18005166012628618,0.6159285428253616
Steel,Hybrid,Landfilled,46.93,4.76,8.3,323.69,44.28,5.06,0.3,1.82,27.9,0.09,0.09070197883819325,0.40968952169076756
Lead,Primary,Landfilled,87.3,3.42,2.59,288.1,59.3,5.16,0.74,2.27,11.68,0.03,0.1057966376594498,0.6479942157953281
Gold,Recycled,Landfilled,411.55,30.11,201.25,68.36,71.79,4.7,0.25,4671.78,47.33,0.03,0.7647165494516781,0.49172062291434937
Zinc,Hybrid,Landfilled,53.39,6.19,8.03,147.66,37.73,3.91,0.26,2.79,14.78,0.17,0.10999505758462291,0.3419055394883204
Tin,Recycled,Recycled,47.85,2.19,2.22,171.1,71.37,4.31,0.34,19.86,8.03,0.03,0.06167735858726533,0.5173643159065628
Steel,Hybrid,Landfilled,46.74,6.97,6.27,301.86,54.94,7.46,0.59,1.13,36.83,0.13,0.11130176528761962,0.6217221802002224
Cobalt,Primary,Recycled,127.2,5.33,8.65,253.54,62.6,2.53,0.38,20.54,7.88,0.16,0.16087207034785925,0.4586847608453838
Copper,Primary,Reused,131.51,5.52,5.02,283.07,42.49,6.26,0.62,6.49,13.22,0.15,0.16380093467158396,0.557225850945495
Silver,Hybrid,Reused,268.26,20.01,130.17,130.3,70.86,1.99,0.46,1262.72,28.29,0.04,0.5016255867358951,0.5117114126807565
Copper,Hybrid,Reused,139.54,6.27,11.52,186.32,10.57,2.28,0.46,5.28,22.32,0.16,0.18206322711590392,0.27700302558398227
Tin,Recycled,Reused,77.93,2.02,4.67,256.1,41.31,1.22,0.45,18.48,6.65,0.08,0.0856819238524667,0.37238126807563965
Tin,Primary,Reused,29.64,3.95,2.1,101.12,27.8,1.96,0.33,16.42,8.55,0.02,0.06462936663700322,0.28680400444938825
Steel,Recycled,Recycled,93.78,6.92,4.29,278.03,61.71,7.84,0.73,1.02,33.54,0.05,0.1471245811503665,0.7132560177975529
Aluminium,Hybrid,Recycled,146.53,4.72,16.51,435.57,77.03,2.54,0.17,2.41,5.66,0.06,0.17548058326474653,0.4326272302558398
Aluminium,Recycled,Recycled,189.67,6.9,11.02,302.6,15.99,1.93,0.4,2.53,7.2,0.25,0.22814741507426328,0.2668965962180201
Zinc,Recycled,Landfilled,75.54,2.91,9.1,276.01,75.26,4.07,0.16,2.87,10.82,0.2,0.09562569673568388,0.4555850500556174
Lead,Primary,Landfilled,77.34,6.34,2.56,220.51,40.18,3.06,0.56,1.44,10.36,0.04,0.127013543032815,0.45279563959955516
Copper,Primary,Recycled,96.84,6.36,11.37,313.29,27.22,5.88,0.22,7.14,19.56,0.19,0.14869317442306573,0.3276920133481646
Lead,Hybrid,Recycled,73.75,6.91,5.81,277.34,55.18,3.21,0.29,1.32,13.72,0.11,0.13200935112915615,0.408132680756396
Lead,Primary,Recycled,35.4,6.8,4.27,190.33,89.01,2.26,0.46,1.81,10.72,0.14,0.09919292878088903,0.5903180867630702
Aluminium,Recycled,Reused,195.34,4.9,7.66,293.21,80.56,6.26,0.45,1.54,15.23,0.3,0.21043917753964847,0.6415058509454951
Lead,Primary,Reused,44.93,2.98,3.36,183.7,77.95,2.61,0.73,1.69,12.42,0.09,0.06800283579156123,0.6618645161290324
Gold,Recycled,Reused,489.8,21.94,107.19,125.2,26.36,3.61,0.36,4580.1,25.94,0.03,0.6828915120750674,0.3297514571746385
Zinc,Primary,Recycled,100.66,3.43,10.77,308.06,27.29,2.01,0.28,2.12,6.57,0.14,0.12204265797136163,0.26587635150166855
Steel,Recycled,Reused,54.7,3.84,8.68,177.04,67.74,6.16,0.56,0.55,19.04,0.03,0.08797094452956586,0.6320011568409345
Aluminium,Primary,Reused,172.9,8.8,17.43,228.9,85.35,5.58,0.13,1.77,7.77,0.07,0.2380066134471093,0.5175379310344828
Cobalt,Recycled,Recycled,156.22,10.23,6.57,310.64,54.16,4.16,0.5,27.28,12.92,0.03,0.23172025375811398,0.5091872747497219
Nickel,Hybrid,Landfilled,99.02,10.99,6.64,161.95,55.07,3.22,0.64,13.35,16.87,0.08,0.19359510122802737,0.5479151501668521
Zinc,Primary,Landfilled,34.0,8.32,6.51,306.91,73.66,1.34,0.51,2.01,13.76,0.05,0.11477012529207281,0.5284509010011124
Silver,Primary,Reused,316.79,16.31,70.86,129.41,27.89,2.38,0.48,706.18,20.14,0.04,0.46390143830554204,0.35650771968854283
Gold,Primary,Recycled,465.04,37.08,221.92,140.23,68.92,1.41,0.36,4208.0,45.99,0.03,0.8910224959082924,0.4510481868743048
Zinc,Recycled,Reused,38.66,7.44,5.87,136.8,54.69,1.55,0.3,2.37,6.33,0.16,0.1092702630027627,0.3732427586206896
Tin,Recycled,Reused,74.47,4.54,5.39,165.3,33.41,4.36,0.56,24.13,9.72,0.05,0.10859952281280823,0.4546366629588432
Aluminium,Recycled,Recycled,143.09,9.29,9.63,241.2,66.14,5.58,0.24,2.88,14.28,0.05,0.2138512951699287,0.4846979310344828
Cobalt,Hybrid,Landfilled,119.42,9.94,11.73,106.77,65.21,3.57,0.32,28.5,9.37,0.07,0.20281161150444432,0.4682615795328142
Steel,Primary,Reused,87.48,5.21,8.93,178.59,49.12,4.5,0.25,1.24,15.86,0.07,0.12807295106986435,0.396591234705228
Aluminium,Primary,Landfilled,141.91,10.45,16.55,318.95,51.92,5.41,0.46,1.59,14.57,0.13,0.22912447649382683,0.5120359510567297
Tin,Primary,Landfilled,52.43,1.15,2.8,175.63,67.84,4.91,0.35,16.01,6.07,0.1,0.05532662727224315,0.5205924805339266
Steel,Hybrid,Recycled,49.91,4.37,6.57,379.82,65.46,8.47,0.21,0.95,15.73,0.13,0.08803207803808111,0.5342715906562848
Silver,Primary,Landfilled,280.1,13.73,97.22,199.92,37.57,4.57,0.21,1339.93,23.01,0.02,0.42631219925571423,0.33594852057842045
Zinc,Hybrid,Recycled,40.37,6.29,2.37,256.49,63.92,2.5,0.21,2.36,13.6,0.07,0.09680184208546418,0.3952973526140156
Steel,Primary,Landfilled,32.55,4.95,5.47,253.01,63.49,8.99,0.38,1.07,26.02,0.12,0.07920783180932572,0.60596
Tin,Hybrid,Landfilled,31.15,5.94,1.3,141.83,49.14,3.14,0.31,23.73,12.11,0.06,0.08520922979632524,0.3904153948832036
Silver,Hybrid,Landfilled,234.11,13.96,79.54,112.4,66.85,2.99,0.38,1441.03,13.92,0.05,0.38001992287106223,0.4859183537263627
Cobalt,Primary,Reused,75.67,6.37,7.44,112.69,34.88,1.58,0.54,29.86,19.37,0.17,0.1292314182515924,0.3906701668520579
Lead,Primary,Landfilled,26.29,2.09,7.58,252.94,35.71,1.13,0.48,2.03,11.32,0.1,0.04699821904835756,0.3599790433815351
Tin,Primary,Recycled,47.2,4.27,1.25,101.52,20.91,4.11,0.46,18.88,10.17,0.05,0.0813155646836678,0.35907492769744165
Tin,Hybrid,Recycled,52.6,3.41,3.9,120.19,70.68,3.46,0.42,16.49,6.3,0.03,0.07880184843839098,0.5276944160177975
Silver,Recycled,Recycled,262.08,18.82,95.29,167.39,65.89,1.73,0.2,1284.85,10.22,0.03,0.461517591470632,0.3820472080088988
Tin,Recycled,Recycled,58.02,1.23,2.03,212.69,52.72,3.84,0.47,20.54,8.71,0.08,0.06008669906612077,0.4843082536151279
Silver,Recycled,Landfilled,299.73,21.2,111.48,186.18,84.5,2.27,0.47,1336.03,8.44,0.04,0.5262487939934035,0.5765005561735261
Lead,Hybrid,Reused,33.32,2.34,7.15,230.73,42.33,1.1,0.74,1.78,8.76,0.11,0.054837788779456796,0.4897916351501669
Steel,Recycled,Reused,61.35,1.92,4.69,307.83,55.31,6.58,0.25,1.85,19.37,0.13,0.07142703028567012,0.467624872080089
Nickel,Hybrid,Landfilled,91.63,12.94,13.85,416.39,13.52,5.68,0.22,12.62,10.08,0.19,0.21199415210118544,0.2684426251390434
Gold,Hybrid,Landfilled,331.47,30.99,216.54,56.09,81.45,3.31,0.33,3575.63,45.84,0.03,0.7196315773149335,0.5314373748609567
Cobalt,Primary,Reused,74.62,5.01,4.14,292.74,31.39,3.79,0.44,38.34,15.98,0.2,0.11258717850260432,0.38587590656284765
Steel,Primary,Landfilled,66.16,1.31,3.33,252.75,45.22,2.68,0.39,0.56,10.59,0.11,0.068267751141813,0.3965018020022248
Copper,Primary,Landfilled,67.89,6.01,11.5,379.27,5.38,6.04,0.39,6.58,15.67,0.15,0.12211203890317789,0.3118915239154617
Steel,Recycled,Recycled,55.84,3.78,5.11,348.08,71.36,3.39,0.67,1.08,17.32,0.11,0.08590243333820487,0.6288571301446052
Nickel,Primary,Landfilled,117.18,12.35,14.47,369.77,21.74,1.6,0.16,10.04,9.07,0.21,0.2269522541574513,0.18655510567296996
Aluminium,Hybrid,Recycled,115.03,7.38,11.35,471.46,62.83,4.2,0.6,1.78,8.35,0.28,0.17343875508096085,0.5847571523915461
Aluminium,Primary,Recycled,95.57,4.31,11.37,343.17,78.39,4.94,0.53,1.54,13.75,0.15,0.12717174325002786,0.6354598887652948
Silver,Hybrid,Reused,164.31,11.79,144.62,117.54,77.37,2.98,0.22,1311.9,24.74,0.03,0.34585597901790643,0.4637758843159066
Lead,Recycled,Reused,35.92,2.43,5.6,285.89,47.13,2.46,0.3,1.99,5.62,0.15,0.05678502906058707,0.36324747497219134
Gold,Hybrid,Reused,380.82,33.79,163.76,135.84,69.22,2.37,0.25,4881.31,34.01,0.03,0.7519343743390293,0.42960525027808677
Silver,Primary,Recycled,238.79,14.48,114.75,152.22,54.75,2.89,0.48,1159.37,22.82,0.04,0.41244594129175355,0.47529365962180203
Copper,Recycled,Reused,77.81,5.56,3.57,203.99,58.59,3.99,0.22,6.63,23.66,0.18,0.12026121831582642,0.4111252947719689
Cobalt,Hybrid,Recycled,94.2,8.77,5.84,279.11,19.35,2.06,0.51,21.95,16.54,0.05,0.16699891709954465,0.32722869855394887
Copper,Hybrid,Reused,130.37,3.32,14.52,326.14,76.33,2.31,0.15,5.41,21.5,0.05,0.14721818228684821,0.41671043381535045
Cobalt,Primary,Reused,116.66,10.34,9.13,241.08,18.58,2.72,0.12,24.69,11.28,0.19,0.20287015347687948,0.18283167964404895
Nickel,Recycled,Recycled,170.8,13.87,8.47,138.12,48.09,3.03,0.25,11.73,19.79,0.2,0.2810638608183005,0.3597682313681869
Steel,Primary,Recycled,27.32,3.74,9.59,381.91,28.21,7.26,0.66,0.81,24.52,0.1,0.06566694978269534,0.5383527919911013
Nickel,Recycled,Reused,63.54,14.78,5.56,404.31,46.71,5.69,0.47,17.82,16.67,0.25,0.20239186879082943,0.5014250945494995
Lead,Hybrid,Landfilled,43.78,5.31,6.75,216.78,84.52,5.4,0.36,1.57,13.81,0.12,0.09264898899277119,0.6022134816462736
Aluminium,Hybrid,Recycled,86.97,10.24,8.8,429.68,75.86,3.1,0.23,1.9,17.62,0.21,0.17789071699372708,0.46440551724137935
Silver,Hybrid,Reused,175.57,20.54,106.01,179.48,22.5,3.58,0.16,983.67,18.73,0.02,0.41664169686809893,0.23364404894327034
Lead,Recycled,Landfilled,79.48,3.24,7.48,123.63,41.74,5.84,0.36,1.95,10.84,0.1,0.1009991797489301,0.4408821357063404
Copper,Recycled,Landfilled,129.9,3.6,10.38,253.95,49.89,6.17,0.63,6.72,23.74,0.17,0.1468820334317228,0.5888236262513904
Gold,Hybrid,Landfilled,441.73,31.14,108.21,189.31,59.04,2.52,0.11,4740.08,48.56,0.01,0.7371271589461282,0.3362222914349277
Copper,Primary,Reused,139.79,3.5,8.86,362.49,10.87,5.27,0.58,6.44,16.89,0.12,0.1527825540538668,0.39272137931034484
Aluminium,Primary,Landfilled,185.98,8.66,9.3,216.37,61.84,6.19,0.52,2.39,12.8,0.25,0.24165195778277165,0.5930685650723027
Copper,Recycled,Reused,100.18,3.34,11.7,365.54,59.53,2.94,0.54,5.79,22.34,0.08,0.12137848305796116,0.5195260066740823
Copper,Primary,Recycled,78.99,6.53,7.32,335.3,58.36,5.72,0.4,5.72,15.33,0.05,0.13340859405170538,0.5206925027808676
Tin,Hybrid,Reused,79.74,2.4,4.37,189.51,42.52,3.9,0.56,19.58,10.35,0.02,0.09073125527282584,0.4808430700778643
Nickel,Hybrid,Reused,115.4,9.64,14.56,206.09,38.87,4.94,0.64,16.02,6.96,0.1,0.19848106613934713,0.5213798887652947
Copper,Hybrid,Reused,48.6,4.92,8.49,282.13,29.06,3.32,0.49,5.63,6.95,0.17,0.09376548031194859,0.3860998442714127
Gold,Hybrid,Reused,331.17,39.67,243.54,145.95,64.04,3.05,0.27,4552.08,45.14,0.04,0.8242180120000251,0.432013170189099
Cobalt,Hybrid,Reused,120.03,9.15,5.1,108.02,58.89,4.13,0.51,37.83,17.49,0.2,0.19097660347344245,0.5314398665183537
Tin,Recycled,Landfilled,20.77,1.64,4.87,111.68,53.65,4.66,0.35,21.99,6.31,0.07,0.03627261999652518,0.45827074527252504
Lead,Primary,Landfilled,30.98,2.96,2.85,195.48,81.4,2.31,0.65,1.57,13.45,0.07,0.0562993460835058,0.6369904338153505
Tin,Recycled,Reused,58.17,2.66,2.28,263.76,10.65,1.15,0.19,22.2,14.33,0.06,0.07467702209386363,0.14418398220244716
Aluminium,Recycled,Reused,152.87,9.65,13.62,317.57,11.45,6.24,0.6,1.63,12.46,0.28,0.22793925282189564,0.42462091212458286
Gold,Recycled,Reused,392.66,27.38,273.76,161.75,55.47,5.29,0.58,3301.25,12.95,0.03,0.7706460818896079,0.5715663181312569
Lead,Primary,Recycled,46.07,5.88,2.34,167.11,54.32,2.41,0.77,2.41,13.15,0.1,0.09724217990491733,0.578895127919911
Steel,Primary,Recycled,62.97,2.61,9.15,225.72,49.3,6.7,0.31,1.38,16.4,0.11,0.08259927106741861,0.47025450500556176
Steel,Recycled,Reused,72.55,3.92,7.44,356.69,33.0,6.54,0.39,0.98,39.55,0.06,0.10222854269525206,0.4334949944382648
Tin,Hybrid,Recycled,70.57,4.09,2.62,116.96,38.98,4.37,0.1,18.61,13.35,0.05,0.09913030200813898,0.2931391323692992
Silver,Hybrid,Landfilled,288.29,14.96,115.09,172.92,21.2,4.04,0.3,1373.27,7.9,0.03,0.457085752284132,0.29467764182424916
Copper,Recycled,Recycled,75.3,8.33,10.22,321.43,58.87,5.49,0.16,6.47,14.42,0.12,0.150394058337634,0.42161570634037826
Nickel,Primary,Reused,140.05,7.69,14.29,134.22,19.38,2.4,0.31,19.91,16.33,0.17,0.19852205968282152,0.25491265850945494
Gold,Recycled,Recycled,328.0,23.88,277.91,103.86,38.68,2.81,0.18,3846.73,47.84,0.01,0.6866612112858814,0.2892339043381535
Steel,Hybrid,Landfilled,36.49,4.17,3.73,203.03,22.06,8.91,0.61,1.95,38.4,0.12,0.07339851778962472,0.5304602447163514
Zinc,Recycled,Landfilled,56.58,2.07,4.61,268.91,45.47,4.62,0.44,3.53,6.01,0.15,0.06905691267655134,0.4606608676307008
Nickel,Hybrid,Landfilled,152.71,11.86,13.82,407.26,14.31,2.41,0.23,18.57,7.82,0.11,0.25005010969034047,0.20285512791991103
Aluminium,Primary,Recycled,69.93,4.45,19.01,207.47,39.79,5.88,0.2,2.61,17.52,0.21,0.11314862980876053,0.36997201334816465
Copper,Primary,Recycled,84.95,6.16,5.77,155.31,77.32,3.79,0.43,5.25,6.93,0.13,0.13344349068725636,0.5655959065628476
Silver,Hybrid,Recycled,276.58,21.6,113.23,91.67,38.77,2.87,0.56,923.1,20.26,0.04,0.5128912144369289,0.44292872080088996
Zinc,Primary,Landfilled,49.04,4.08,7.29,306.37,28.17,1.67,0.17,2.34,7.07,0.09,0.08491527202826943,0.2178323915461624
Lead,Recycled,Recycled,34.02,4.85,1.66,162.05,85.76,4.33,0.29,1.51,12.66,0.05,0.07684325713867811,0.555369254727475
Copper,Recycled,Landfilled,129.99,3.02,12.6,238.46,22.4,5.7,0.19,5.29,19.79,0.19,0.14263299944755328,0.29240756395995554
Copper,Primary,Reused,146.21,9.63,14.63,339.25,74.4,3.88,0.11,7.37,19.24,0.09,0.22308311686651178,0.4279181312569522
Lead,Hybrid,Landfilled,41.86,4.26,6.68,254.05,86.23,3.05,0.3,1.66,6.07,0.07,0.08056322328364508,0.5327731701890991
Lead,Primary,Reused,79.41,4.92,4.0,113.0,21.1,6.04,0.28,1.83,13.78,0.06,0.1154267451624627,0.33077152391546166
Aluminium,Primary,Recycled,94.7,10.98,15.89,421.13,89.53,6.72,0.22,1.6,6.39,0.24,0.19620635066038905,0.5956194438264739
Steel,Recycled,Reused,98.04,1.19,9.06,345.77,38.16,1.09,0.77,1.65,22.77,0.12,0.09640012350122662,0.48488916573971086
Tin,Primary,Reused,52.37,1.48,4.2,155.89,56.25,3.41,0.23,23.32,13.57,0.1,0.05951302036283372,0.39286206896551723
Zinc,Hybrid,Reused,72.94,2.75,6.02,144.0,21.2,5.09,0.16,3.42,9.45,0.07,0.08989079141346004,0.2620369299221357
Lead,Primary,Recycled,71.95,6.82,7.89,234.98,23.91,5.78,0.55,1.52,13.64,0.09,0.13105573048633137,0.44422731924360404
Silver,Hybrid,Recycled,170.36,14.23,125.28,55.42,48.32,1.7,0.34,714.45,28.77,0.04,0.3622067605063591,0.3670997997775306
Tin,Primary,Recycled,25.45,1.41,2.82,210.29,76.44,3.77,0.26,23.31,14.65,0.04,0.036350137181478136,0.4936309677419355
Gold,Primary,Landfilled,460.8,35.86,223.0,58.97,23.5,4.07,0.47,4728.58,32.73,0.05,0.8761466192914438,0.3725450500556174
Nickel,Hybrid,Landfilled,177.1,7.01,4.06,397.28,54.82,5.44,0.16,14.51,7.64,0.22,0.21454743477434196,0.4043033592880979
Zinc,Recycled,Reused,50.92,6.64,10.9,296.1,26.98,5.51,0.48,2.43,8.66,0.15,0.11443343357970097,0.4225006451612904
Steel,Recycled,Reused,21.21,5.59,5.61,336.02,64.1,5.14,0.33,1.04,13.04,0.05,0.07662806802156176,0.502749276974416
Nickel,Primary,Reused,145.08,11.56,7.35,155.03,11.37,4.74,0.12,16.57,11.26,0.15,0.23662904389090542,0.19893050055617356
Copper,Hybrid,Landfilled,114.95,9.12,10.3,175.2,55.26,6.34,0.26,5.87,14.73,0.16,0.19007890024651333,0.4660856062291435
Silver,Recycled,Landfilled,289.85,24.63,129.55,192.85,63.15,2.76,0.42,1281.91,18.05,0.02,0.5647008791941077,0.4820015572858732
Lead,Recycled,Reused,73.98,5.03,2.08,238.58,37.9,5.96,0.26,1.91,13.47,0.07,0.11090137521577274,0.38819176863181315
Nickel,Recycled,Recycled,94.84,10.24,11.23,168.5,42.83,5.49,0.22,19.21,10.42,0.08,0.18580903847576788,0.3814557063403782
Tin,Recycled,Landfilled,56.22,1.33,4.99,233.81,35.82,2.41,0.51,15.54,13.0,0.07,0.06162037669491642,0.40089512791991105
Zinc,Primary,Landfilled,36.01,4.26,5.49,127.54,62.3,2.17,0.47,2.66,8.09,0.1,0.07508827391699993,0.48547586206896554
Nickel,Hybrid,Recycled,141.92,12.92,14.51,212.87,46.71,1.35,0.15,11.8,15.84,0.16,0.2524782926752795,0.2768733704115684
Zinc,Hybrid,Reused,75.57,7.33,3.32,176.17,54.12,4.52,0.21,2.88,14.03,0.13,0.1360063955380585,0.4010361735261402
Steel,Hybrid,Recycled,61.17,1.42,6.38,128.03,71.72,3.85,0.76,1.66,10.8,0.03,0.0674087039513791,0.676530723025584
Zinc,Primary,Reused,74.48,6.56,10.44,102.83,39.91,4.46,0.46,3.45,10.31,0.1,0.13218014116025983,0.44286135706340385
Aluminium,Primary,Landfilled,115.19,4.28,12.87,240.51,59.66,7.65,0.62,2.45,18.72,0.06,0.14357264518213386,0.6568290989988876
Steel,Recycled,Recycled,65.93,2.61,5.32,256.99,63.39,2.17,0.77,1.29,38.79,0.13,0.08241396727676156,0.6098358620689656
Aluminium,Recycled,Landfilled,92.46,8.67,11.28,203.32,65.65,3.41,0.43,2.17,9.26,0.1,0.16823388334745432,0.5104620689655174
Steel,Recycled,Landfilled,31.39,3.48,4.54,327.25,56.49,7.04,0.37,1.58,14.31,0.15,0.06295571202936692,0.530578464961068
Tin,Primary,Reused,26.81,1.02,1.43,147.87,50.79,1.17,0.39,18.25,9.51,0.04,0.03261057459192492,0.38518892102335933
Nickel,Hybrid,Recycled,168.52,10.58,6.23,306.84,45.4,4.45,0.38,11.2,8.59,0.08,0.2448373547355505,0.43259888765294774
Cobalt,Hybrid,Landfilled,91.5,10.64,13.79,313.63,57.19,1.69,0.56,33.41,14.1,0.19,0.18884435878445133,0.4903573303670746
Lead,Hybrid,Landfilled,65.62,6.52,1.9,293.79,88.41,4.71,0.34,1.41,8.29,0.08,0.11899506213661937,0.5944230923248054
Gold,Primary,Recycled,426.61,38.44,143.95,50.82,54.83,1.43,0.33,4006.37,25.75,0.04,0.8218788057600397,0.3831331256952169
Copper,Primary,Reused,85.77,5.85,4.91,324.74,5.96,5.95,0.56,6.47,22.81,0.19,0.13042542608951216,0.3802092992213571
Tin,Primary,Reused,64.0,5.5,4.01,297.7,63.95,4.23,0.18,24.74,9.47,0.07,0.10890316446011904,0.42190456062291437
Aluminium,Recycled,Recycled,175.51,4.45,18.56,333.84,47.86,1.53,0.23,1.54,15.92,0.18,0.19733789659146272,0.31747781979977757
Nickel,Primary,Recycled,159.79,9.71,4.4,233.45,15.76,4.76,0.57,13.74,8.35,0.12,0.22792875794280387,0.39693543937708564
Silver,Recycled,Recycled,338.94,14.82,115.39,156.75,62.54,3.2,0.42,763.56,28.03,0.04,0.4964176151920638,0.4893502113459399
Lead,Primary,Landfilled,77.2,2.9,2.91,162.73,75.0,4.83,0.5,2.41,11.47,0.06,0.09272630284434695,0.6074527252502782
Gold,Recycled,Reused,374.12,32.06,161.92,140.96,52.54,5.93,0.17,3514.28,12.06,0.04,0.7280414459099336,0.41008436040044494
Cobalt,Recycled,Reused,150.78,7.59,3.53,259.32,64.01,2.88,0.6,32.34,6.78,0.14,0.1989331388606357,0.5601111902113459
Copper,Primary,Landfilled,116.76,5.88,5.2,174.7,11.69,2.33,0.29,6.26,6.23,0.04,0.15571832584285716,0.2145953726362625
Cobalt,Recycled,Reused,152.07,9.68,12.66,277.16,65.88,2.79,0.3,36.79,19.26,0.08,0.22695896507084312,0.44558896551724136
Silver,Primary,Landfilled,185.53,17.66,54.76,68.61,70.61,3.36,0.36,1098.75,12.04,0.02,0.3616291059769286,0.5011897219132369
Silver,Recycled,Reused,309.29,23.67,106.69,133.16,69.73,2.46,0.57,1463.94,5.09,0.03,0.5554110805100353,0.5616474749721914
Nickel,Primary,Recycled,86.72,13.63,13.77,203.58,46.24,2.39,0.38,12.56,16.89,0.24,0.21491335121956806,0.39013018909899894
Silver,Hybrid,Reused,345.99,15.08,134.27,87.57,47.83,3.15,0.22,728.15,20.33,0.02,0.5172499818687586,0.34939786429365965
Steel,Recycled,Reused,23.78,7.7,7.52,260.55,84.06,1.46,0.6,0.69,37.68,0.12,0.10106363430519824,0.6087205339265852
Lead,Recycled,Reused,83.96,3.8,5.03,116.73,45.84,2.1,0.22,1.58,12.98,0.08,0.1085518866166064,0.3180785761957731
Silver,Hybrid,Landfilled,185.19,17.23,103.97,105.12,35.24,1.95,0.4,933.88,5.87,0.02,0.3898713665282759,0.3443415350389322
Aluminium,Primary,Landfilled,123.53,4.83,8.31,358.03,34.36,7.89,0.23,1.87,5.33,0.21,0.1527072118437279,0.4049683648498332
Zinc,Hybrid,Recycled,112.93,8.44,3.78,349.65,43.21,4.92,0.24,2.47,11.65,0.11,0.17731288878896692,0.3782949499443826
Cobalt,Primary,Recycled,114.44,5.85,7.74,361.92,20.72,4.19,0.58,27.59,17.28,0.13,0.15525547886634813,0.4080946829810901
Zinc,Hybrid,Reused,115.68,4.03,5.16,221.29,77.7,1.89,0.42,2.37,9.72,0.16,0.1363227666288601,0.5208467185761958
Gold,Recycled,Reused,385.71,30.48,299.35,187.66,60.87,5.59,0.22,3537.08,42.29,0.01,0.8131567158738547,0.4558404004449389
Cobalt,Primary,Recycled,64.56,10.6,3.83,257.39,60.12,1.1,0.11,28.88,7.44,0.1,0.1602440200802126,0.3089516351501669
Nickel,Primary,Landfilled,144.15,13.73,14.49,136.39,47.6,1.97,0.27,15.53,12.25,0.11,0.26235151665242695,0.3422264738598443
Lead,Recycled,Landfilled,66.62,3.64,1.24,106.54,80.48,4.68,0.63,2.03,11.92,0.15,0.09054798304356029,0.6780356840934372
Silver,Primary,Landfilled,175.79,24.41,130.82,135.91,78.91,4.54,0.32,1137.51,27.45,0.03,0.4720718389464567,0.5446411123470523
Cobalt,Recycled,Landfilled,116.85,5.62,6.17,395.59,43.42,4.8,0.3,20.23,9.27,0.13,0.15383653644390702,0.40046531701890997
Gold,Recycled,Landfilled,327.05,27.94,164.75,84.07,43.16,3.97,0.17,3428.0,30.65,0.04,0.651051013056209,0.32896035595105677
Aluminium,Hybrid,Recycled,117.29,8.69,11.46,260.72,26.06,7.64,0.62,1.82,6.91,0.28,0.1884239263567895,0.5222066295884316
Cobalt,Hybrid,Landfilled,148.42,6.93,5.64,242.82,49.75,4.28,0.47,38.66,9.0,0.08,0.19184996375589566,0.48221690767519465
