Metal,Process_Type,End_of_Life,Energy_Use_MJ_per_kg,Emission_kgCO2_per_kg,Water_Use_l_per_kg,Transport_km,Recycled_Content_pct,Reuse_Potential_score,Circularity_Index,Cost_per_kg,Product_Life_Extension_years,Waste_kg_per_kg_metal
Lead,Recycled,Landfilled,29.25,2.95,3.72,123.09,69.92,5.88,0.69,2.2,13.72,0.04
Nickel,Hybrid,Landfilled,88.63,7.2,11.07,202.87,13.52,3.21,0.43,11.43,19.3,0.23
Copper,Hybrid,Reused,80.37,6.45,14.13,356.97,38.83,5.22,0.13,6.93,18.94,0.15
Tin,Hybrid,Reused,35.72,3.72,5.49,88.22,73.22,4.32,0.44,22.97,9.6,0.03
Silver,Recycled,Reused,312.88,18.48,131.39,188.37,79.69,4.8,0.38,1102.65,26.6,0.03
Gold,Recycled,Landfilled,326.61,31.91,126.65,113.11,25.69,5.59,0.38,4710.37,29.63,0.02
Steel,Recycled,Recycled,85.55,1.28,6.79,302.43,21.52,6.63,0.51,0.94,18.97,0.11
Zinc,Recycled,Reused,95.31,3.77,8.52,297.62,56.36,1.38,0.51,3.02,9.55,0.13
Nickel,Primary,Reused,93.35,13.18,17.73,394.13,78.32,4.63,0.51,19.93,8.32,0.14
Zinc,Recycled,Landfilled,62.75,5.81,9.08,306.03,17.19,2.49,0.22,3.49,7.87,0.05
Silver,Hybrid,Reused,229.88,20.85,127.23,85.56,74.91,4.81,0.55,1466.45,27.79,0.01
Steel,Primary,Reused,23.82,3.0,8.12,156.85,62.12,7.53,0.77,1.47,34.54,0.06
Zinc,Recycled,Recycled,62.52,2.02,11.7,317.76,45.72,3.17,0.34,3.03,8.87,0.16
Silver,Primary,Reused,163.5,12.46,130.09,145.85,21.69,2.51,0.58,912.52,16.79,0.01
Silver,Hybrid,Reused,324.65,17.37,114.89,178.9,71.75,4.59,0.41,1057.76,9.85,0.05
Tin,Primary,Reused,59.44,2.39,5.28,266.05,28.92,4.43,0.32,24.95,6.52,0.04
Silver,Primary,Recycled,346.53,16.82,70.03,154.86,82.74,3.05,0.49,766.69,15.6,0.04
Nickel,Recycled,Reused,66.7,5.3,13.41,315.47,51.43,1.44,0.49,13.61,7.87,0.04
Gold,Primary,Reused,485.21,37.07,125.36,199.29,52.59,1.0,0.26,3603.2,32.45,0.02
Silver,Recycled,Reused,306.4,20.43,148.66,152.39,76.39,4.54,0.51,1413.92,16.47,0.04
Nickel,Primary,Landfilled,102.49,5.74,14.39,152.17,49.24,5.87,0.6,12.62,19.89,0.14
Gold,Hybrid,Recycled,494.94,25.26,268.76,195.65,36.19,1.57,0.18,3621.71,14.08,0.01
Zinc,Primary,Reused,86.94,8.87,11.19,192.56,57.49,1.77,0.38,2.93,5.22,0.13
Silver,Recycled,Reused,184.51,15.03,75.01,137.73,41.4,1.36,0.37,1361.45,29.2,0.04
Gold,Primary,Reused,399.0,23.9,123.22,63.01,32.91,4.06,0.28,4654.65,33.34,0.05
Silver,Recycled,Landfilled,327.05,11.08,79.12,104.49,56.67,1.02,0.54,943.02,25.2,0.01
Cobalt,Recycled,Recycled,119.01,10.08,9.25,147.89,64.32,3.84,0.24,25.14,10.28,0.15
Gold,Hybrid,Landfilled,472.67,38.89,154.16,53.27,81.85,5.18,0.29,4110.56,23.28,0.03
Gold,Hybrid,Reused,329.68,23.84,160.45,132.8,61.98,1.11,0.22,3383.91,20.13,0.03
Tin,Hybrid,Reused,59.87,4.99,4.17,133.68,20.82,2.21,0.53,23.22,8.57,0.06
Cobalt,Recycled,Recycled,137.32,9.49,6.73,293.96,44.75,2.24,0.43,38.7,11.52,0.18
Gold,Hybrid,Reused,409.82,32.37,253.57,93.82,65.28,3.65,0.11,3458.54,37.87,0.04
Zinc,Hybrid,Recycled,90.51,4.2,2.06,160.93,63.98,5.67,0.15,2.15,6.15,0.18
Nickel,Primary,Reused,92.95,14.01,14.55,161.67,66.15,1.49,0.46,16.41,9.34,0.12
Steel,Hybrid,Recycled,40.92,3.55,4.32,154.01,37.56,4.17,0.72,1.97,37.39,0.07
Steel,Recycled,Recycled,76.73,3.75,7.56,288.28,56.63,6.58,0.66,1.71,31.81,0.13
Tin,Primary,Reused,36.6,3.82,4.13,143.59,43.64,2.01,0.53,16.6,8.84,0.08
Gold,Hybrid,Landfilled,365.75,32.72,206.47,88.6,76.01,2.81,0.26,4735.39,34.19,0.04
Nickel,Primary,Landfilled,140.52,10.7,8.3,149.14,14.54,2.07,0.41,17.04,12.24,0.23
Copper,Hybrid,Landfilled,98.81,5.63,5.22,290.39,36.55,1.69,0.26,7.23,19.06,0.07
Silver,Recycled,Recycled,307.2,14.91,74.03,99.42,71.86,1.29,0.58,1203.17,16.13,0.03
Gold,Hybrid,Recycled,468.11,39.63,159.03,141.49,38.43,2.75,0.13,4629.28,16.55,0.04
Silver,Hybrid,Landfilled,208.13,17.12,122.08,108.27,66.77,4.98,0.1,899.57,16.92,0.02
Lead,Recycled,Landfilled,73.34,2.2,4.62,160.25,38.14,1.62,0.4,1.49,5.08,0.03
Aluminium,Hybrid,Landfilled,139.67,5.02,19.94,216.29,55.91,3.35,0.44,1.97,12.37,0.1
Copper,Hybrid,Recycled,45.61,5.82,10.99,272.13,59.82,1.09,0.51,5.81,6.73,0.1
Tin,Hybrid,Landfilled,29.89,2.03,3.3,259.16,77.27,3.87,0.19,16.54,10.32,0.08
Zinc,Recycled,Recycled,97.08,7.45,4.37,251.38,15.87,5.27,0.65,3.62,14.87,0.16
Silver,Hybrid,Recycled,315.25,10.68,128.88,154.94,21.9,1.68,0.34,1462.45,24.79,0.01
Tin,Primary,Reused,64.62,3.9,1.96,87.55,26.36,2.72,0.21,15.88,12.71,0.02
Lead,Hybrid,Landfilled,86.81,6.1,3.27,125.53,89.95,4.18,0.36,2.02,7.63,0.13
Aluminium,Recycled,Landfilled,102.33,7.24,6.6,288.47,75.11,4.69,0.7,1.83,7.1,0.08
Cobalt,Recycled,Landfilled,120.77,11.11,12.45,112.85,42.3,2.71,0.18,34.6,7.32,0.12
Steel,Primary,Landfilled,40.79,6.56,9.47,254.14,87.61,4.06,0.21,1.87,28.99,0.08
Zinc,Recycled,Reused,119.39,3.66,8.86,340.08,36.78,2.71,0.52,3.93,9.88,0.1
Aluminium,Primary,Landfilled,157.89,4.42,12.26,438.2,10.72,4.67,0.58,2.66,16.17,0.06
Copper,Hybrid,Landfilled,97.2,3.63,11.83,358.62,56.27,6.36,0.24,7.86,9.07,0.06
Nickel,Primary,Recycled,66.97,5.16,6.18,314.14,27.41,5.11,0.11,11.55,12.88,0.23
Nickel,Recycled,Landfilled,178.09,14.61,7.1,183.54,46.6,2.54,0.57,12.45,8.9,0.24
Copper,Primary,Landfilled,95.66,6.18,9.33,264.16,61.03,3.32,0.39,5.54,10.84,0.17
Aluminium,Recycled,Recycled,121.16,7.85,10.74,464.9,24.07,4.89,0.25,2.73,5.6,0.24
Steel,Primary,Reused,85.02,1.23,7.83,261.12,88.31,4.53,0.79,1.63,37.13,0.12
Nickel,Hybrid,Landfilled,72.71,12.01,9.74,277.38,68.53,3.72,0.35,10.3,17.14,0.05
Copper,Hybrid,Recycled,118.42,4.0,3.24,282.04,51.93,3.36,0.51,6.86,23.92,0.14
Cobalt,Hybrid,Landfilled,131.3,7.17,11.75,367.2,37.93,2.45,0.24,33.57,13.49,0.09
Cobalt,Recycled,Recycled,93.18,7.45,5.58,399.61,66.72,1.72,0.49,32.44,12.84,0.15
Zinc,Recycled,Reused,42.47,8.95,9.8,284.13,76.61,3.99,0.64,2.18,10.77,0.15
Aluminium,Recycled,Recycled,115.75,10.75,6.68,408.53,89.43,5.34,0.36,1.99,19.2,0.08
Gold,Recycled,Landfilled,487.3,25.97,105.65,85.33,35.6,2.95,0.32,4072.25,40.86,0.02
Steel,Primary,Landfilled,41.53,7.39,6.69,236.38,63.18,3.58,0.77,0.52,31.9,0.14
Aluminium,Recycled,Landfilled,107.8,5.86,14.05,213.16,31.2,6.21,0.14,2.2,6.67,0.3
Copper,Primary,Recycled,42.67,4.08,7.5,161.31,16.17,6.93,0.55,7.92,10.47,0.14
Tin,Hybrid,Landfilled,63.33,2.48,2.74,226.21,23.77,2.75,0.35,21.23,12.73,0.09
Silver,Hybrid,Recycled,278.13,22.48,116.36,89.96,44.79,1.33,0.42,776.14,7.76,0.02
Copper,Primary,Reused,126.99,3.65,14.68,341.45,26.02,3.72,0.25,6.91,23.41,0.05
Silver,Hybrid,Recycled,307.29,15.07,66.21,104.48,84.73,1.28,0.29,1276.61,5.24,0.04
Silver,Recycled,Reused,187.79,22.09,88.49,135.07,46.07,4.62,0.11,1136.91,24.87,0.03
Zinc,Hybrid,Landfilled,61.15,8.43,2.32,341.4,28.93,5.57,0.35,2.66,13.83,0.19
Gold,Recycled,Recycled,337.1,32.05,106.92,159.64,23.51,2.66,0.24,4037.11,28.12,0.01
Gold,Recycled,Landfilled,386.89,24.9,291.36,138.91,35.35,4.14,0.6,4067.03,20.22,0.01
Steel,Hybrid,Reused,46.38,2.65,3.06,251.54,89.0,3.94,0.78,0.67,27.55,0.11
Steel,Recycled,Reused,60.05,4.47,8.88,173.11,59.19,3.83,0.68,1.1,22.46,0.09
Tin,Primary,Landfilled,25.91,3.69,5.42,161.54,53.37,3.4,0.31,22.04,6.69,0.03
Steel,Hybrid,Reused,85.67,3.48,4.95,256.4,21.37,8.22,0.56,1.57,26.14,0.11
Gold,Recycled,Reused,335.19,39.67,236.82,119.06,33.27,5.47,0.55,3827.42,23.36,0.04
Tin,Primary,Landfilled,43.32,4.68,5.89,268.74,70.04,1.1,0.14,15.11,13.53,0.04
Copper,Primary,Landfilled,52.06,9.74,7.07,360.58,20.38,5.28,0.4,6.31,21.14,0.09
Cobalt,Hybrid,Reused,98.68,9.99,10.29,199.05,30.29,4.61,0.22,26.95,14.95,0.07
Cobalt,Recycled,Landfilled,115.57,9.43,13.66,361.89,17.15,1.69,0.6,27.76,10.7,0.07
Aluminium,Primary,Landfilled,194.93,7.85,12.17,266.19,85.67,6.67,0.7,1.92,10.76,0.09
Tin,Recycled,Recycled,63.12,2.39,5.75,155.68,46.85,4.65,0.55,23.53,14.97,0.08
Gold,Hybrid,Recycled,301.67,30.23,279.1,137.56,75.78,1.97,0.17,4282.01,13.2,0.01
Cobalt,Recycled,Landfilled,144.67,5.98,5.54,252.91,18.92,4.37,0.22,29.16,10.28,0.06
Aluminium,Hybrid,Recycled,175.79,6.69,6.34,463.24,71.46,1.11,0.51,2.93,10.79,0.28
Gold,Primary,Reused,405.11,20.89,163.5,157.58,57.2,5.91,0.58,3904.87,34.09,0.05
Tin,Recycled,Recycled,61.37,1.39,1.08,133.56,78.48,1.68,0.42,22.68,12.57,0.03
Lead,Hybrid,Reused,50.55,5.51,3.91,195.41,56.34,1.25,0.39,1.93,14.74,0.11
Zinc,Primary,Recycled,46.71,8.49,10.0,156.94,28.15,4.99,0.54,3.34,7.66,0.06
Nickel,Primary,Reused,159.96,7.61,14.36,195.6,35.77,5.53,0.51,14.21,5.42,0.04
Tin,Hybrid,Reused,29.42,2.23,4.74,242.11,53.8,1.48,0.38,15.14,14.5,0.07
Gold,Recycled,Landfilled,418.25,28.69,271.32,85.67,69.0,2.35,0.2,4456.74,41.7,0.04
Aluminium,Primary,Landfilled,151.88,8.19,17.0,450.62,77.07,4.73,0.21,2.72,5.26,0.06
Nickel,Recycled,Landfilled,131.07,6.79,12.56,208.77,78.67,5.26,0.57,12.62,12.13,0.06
Gold,Hybrid,Recycled,451.26,33.19,158.15,119.77,47.61,2.96,0.56,3046.91,27.25,0.05
Copper,Hybrid,Reused,119.24,9.55,7.7,221.85,9.24,6.06,0.32,5.71,23.71,0.13
Aluminium,Primary,Reused,194.87,6.28,19.55,248.23,80.74,4.74,0.64,2.55,19.82,0.1
Tin,Primary,Reused,52.65,4.08,1.67,262.91,26.44,2.21,0.15,21.06,11.73,0.09
Copper,Recycled,Reused,48.24,8.99,12.67,240.28,25.77,3.1,0.49,7.7,7.76,0.13
Lead,Primary,Recycled,27.03,3.77,3.5,181.73,65.46,6.55,0.78,2.02,12.6,0.09
Steel,Primary,Recycled,46.42,6.1,6.27,218.18,73.36,5.03,0.67,1.13,28.35,0.05
Lead,Hybrid,Landfilled,68.57,6.52,7.2,273.01,89.06,3.77,0.29,1.69,6.74,0.14
Silver,Primary,Landfilled,219.09,24.38,149.25,183.35,22.76,3.22,0.19,1255.67,5.24,0.03
Lead,Hybrid,Landfilled,80.61,4.06,1.07,207.5,65.1,6.4,0.64,2.38,8.77,0.14
Lead,Hybrid,Landfilled,73.32,2.33,6.38,187.39,89.43,6.0,0.74,1.37,6.27,0.13
Nickel,Primary,Landfilled,149.11,7.4,13.37,206.57,34.52,2.61,0.17,11.61,16.1,0.15
Aluminium,Primary,Reused,178.88,8.2,12.01,210.0,87.5,2.85,0.49,2.35,11.57,0.19
Silver,Recycled,Recycled,284.53,12.99,95.62,129.54,64.54,3.15,0.1,752.8,18.76,0.05
Gold,Recycled,Reused,397.31,25.56,279.19,160.28,66.21,5.23,0.12,4170.01,34.86,0.04
Lead,Recycled,Landfilled,50.5,2.22,3.62,235.21,39.43,6.0,0.26,1.89,7.15,0.08
Gold,Primary,Reused,397.32,37.98,265.38,181.13,65.17,4.61,0.3,4552.68,11.52,0.04
Zinc,Primary,Landfilled,40.15,7.15,11.16,190.82,64.18,4.28,0.47,3.68,11.9,0.2
Copper,Recycled,Landfilled,84.89,5.87,10.1,285.45,41.37,4.76,0.28,6.52,17.77,0.16
Lead,Primary,Landfilled,67.18,2.18,1.01,264.0,29.35,4.0,0.53,2.4,10.68,0.05
Gold,Hybrid,Reused,423.77,38.04,194.23,176.86,58.46,3.01,0.43,3625.36,41.05,0.05
Nickel,Recycled,Landfilled,100.57,10.99,10.6,303.87,39.03,1.59,0.59,14.08,11.54,0.16
Zinc,Hybrid,Reused,76.26,6.3,11.75,253.34,50.6,2.33,0.66,2.57,9.73,0.16
Copper,Primary,Reused,111.66,3.82,13.07,183.65,71.53,6.04,0.37,6.25,9.01,0.14
Copper,Recycled,Recycled,77.79,9.61,7.34,282.29,47.03,4.06,0.46,7.13,20.14,0.05
Cobalt,Hybrid,Recycled,141.72,7.58,3.37,395.23,55.72,4.62,0.34,24.85,18.24,0.05
Zinc,Primary,Reused,107.13,4.2,11.75,155.46,36.42,2.17,0.33,2.23,5.39,0.15
Tin,Primary,Recycled,24.61,2.41,4.39,225.78,50.11,2.56,0.32,22.83,9.86,0.09
Copper,Primary,Recycled,44.76,5.66,11.34,340.53,61.03,6.88,0.17,6.06,15.09,0.2
Gold,Primary,Reused,322.54,28.18,242.8,173.73,21.55,3.34,0.15,3842.24,36.85,0.05
Tin,Recycled,Reused,20.38,3.52,3.18,199.57,48.29,3.34,0.33,23.69,5.46,0.05
Lead,Hybrid,Recycled,49.13,3.72,4.83,189.15,75.44,4.39,0.66,1.24,12.55,0.06
Cobalt,Primary,Recycled,135.48,4.24,11.83,354.92,22.91,4.91,0.58,39.93,19.07,0.14
Tin,Primary,Recycled,64.59,5.61,5.92,197.2,19.45,3.21,0.23,24.57,14.31,0.09
Cobalt,Recycled,Landfilled,69.59,11.97,6.73,148.05,50.98,3.08,0.31,21.07,19.25,0.1
Cobalt,Primary,Recycled,81.56,6.77,11.72,327.35,35.4,4.79,0.56,36.79,5.67,0.08
Aluminium,Recycled,Recycled,115.56,7.05,17.47,440.85,59.94,6.87,0.52,2.38,12.94,0.21
Tin,Primary,Landfilled,44.87,1.79,2.52,129.7,10.42,4.86,0.53,22.55,6.82,0.03
Steel,Primary,Recycled,89.66,7.75,7.44,365.41,65.6,1.29,0.73,0.94,25.74,0.03
Tin,Hybrid,Recycled,25.3,1.94,2.22,192.55,16.09,3.58,0.31,19.34,13.09,0.1
Silver,Primary,Reused,303.04,23.51,119.32,93.73,68.14,2.88,0.5,1130.77,29.39,0.02
Steel,Recycled,Recycled,83.12,7.96,4.17,294.29,70.83,6.74,0.31,1.33,21.19,0.14
Cobalt,Recycled,Reused,67.11,4.93,9.72,311.76,48.74,1.07,0.3,35.11,17.86,0.07
Nickel,Hybrid,Reused,76.99,9.03,8.73,449.47,15.88,4.03,0.27,17.78,13.66,0.1
Tin,Hybrid,Recycled,61.07,1.59,4.89,197.29,76.37,1.81,0.31,21.74,7.92,0.09
Copper,Hybrid,Recycled,127.98,4.53,13.24,257.86,78.39,5.74,0.2,5.53,22.31,0.13
Cobalt,Primary,Landfilled,62.07,6.23,9.19,220.7,48.92,3.92,0.48,26.0,13.96,0.1
Copper,Hybrid,Reused,119.68,7.43,13.3,240.64,55.23,2.54,0.47,6.51,14.54,0.04
Lead,Recycled,Reused,55.04,5.67,4.79,173.96,69.8,2.74,0.71,1.32,14.26,0.04
Zinc,Recycled,Landfilled,50.89,8.76,4.9,163.72,76.42,4.51,0.4,3.64,11.56,0.04
Nickel,Recycled,Landfilled,89.68,9.14,11.5,124.67,43.11,2.55,0.42,16.35,13.02,0.2
Cobalt,Hybrid,Landfilled,145.51,6.36,13.18,287.57,62.22,1.55,0.12,36.16,14.81,0.14
Gold,Primary,Reused,482.4,39.7,162.01,102.86,45.29,2.08,0.28,3567.25,12.7,0.02
Tin,Primary,Landfilled,75.38,5.13,4.39,153.22,41.19,3.61,0.23,21.92,5.67,0.1
Copper,Hybrid,Recycled,116.59,6.62,10.61,397.54,78.48,6.14,0.32,7.45,21.51,0.12
Silver,Hybrid,Landfilled,276.5,22.38,111.17,141.31,45.79,1.14,0.54,1380.89,15.36,0.02
Zinc,Hybrid,Reused,109.35,8.54,4.1,224.16,37.29,2.53,0.22,3.99,13.05,0.12
Lead,Hybrid,Reused,26.08,3.76,1.42,205.76,44.78,3.44,0.54,2.08,9.85,0.09
Aluminium,Recycled,Reused,170.44,7.51,11.73,497.65,66.06,7.39,0.36,2.41,17.04,0.1
Nickel,Hybrid,Reused,147.59,14.54,16.27,390.1,25.76,4.1,0.41,10.4,11.13,0.05
Cobalt,Primary,Landfilled,146.44,11.85,3.45,375.91,35.3,4.19,0.46,25.22,15.29,0.15
Cobalt,Recycled,Landfilled,86.62,5.41,10.61,265.75,55.36,2.82,0.29,37.22,12.46,0.09
Steel,Hybrid,Landfilled,44.4,2.88,2.58,383.05,48.62,4.48,0.68,0.95,30.42,0.13
Cobalt,Recycled,Landfilled,102.84,5.62,11.45,127.37,22.7,4.17,0.19,27.1,16.18,0.12
Gold,Primary,Reused,496.41,38.69,270.25,77.52,40.07,2.74,0.31,3617.28,37.86,0.03
Copper,Hybrid,Recycled,134.27,6.46,10.96,208.18,23.37,6.46,0.62,7.06,7.02,0.04
Lead,Primary,Reused,63.31,3.3,2.27,93.32,56.57,4.11,0.42,1.75,7.49,0.15
Copper,Hybrid,Recycled,109.74,6.56,10.1,224.1,29.19,3.91,0.21,6.09,24.83,0.07
Nickel,Recycled,Reused,145.34,7.38,9.39,320.06,70.59,4.68,0.49,14.45,18.88,0.19
Lead,Hybrid,Landfilled,66.46,6.78,2.67,104.33,47.43,4.35,0.78,1.63,8.96,0.02
Aluminium,Hybrid,Recycled,118.37,10.57,18.27,258.0,67.77,3.71,0.58,1.57,16.32,0.06
Cobalt,Hybrid,Recycled,104.38,9.61,6.29,366.78,17.3,1.76,0.34,39.95,18.77,0.1
Lead,Primary,Recycled,76.32,2.86,3.41,283.17,34.19,5.26,0.39,2.42,7.19,0.04
Aluminium,Recycled,Reused,52.08,7.17,8.3,393.05,69.72,4.19,0.66,2.7,17.83,0.14
Tin,Recycled,Recycled,57.63,2.44,1.23,135.97,30.83,3.11,0.16,21.44,5.33,0.07
Tin,Hybrid,Recycled,37.75,4.61,5.3,203.13,74.76,2.23,0.21,15.25,7.24,0.09
Nickel,Primary,Landfilled,95.77,8.14,6.68,225.68,77.13,1.25,0.1,13.9,6.37,0.17
Zinc,Hybrid,Landfilled,44.14,4.19,8.51,294.04,39.88,4.65,0.16,3.73,12.22,0.05
Copper,Hybrid,Reused,75.08,7.79,5.56,328.68,28.97,5.32,0.64,7.47,7.8,0.08
Cobalt,Primary,Recycled,90.55,9.95,4.23,368.94,57.55,1.57,0.12,33.1,13.57,0.1
Zinc,Primary,Reused,65.4,8.25,11.13,273.16,73.9,5.03,0.44,2.16,10.14,0.15
Cobalt,Primary,Landfilled,145.68,8.24,3.44,208.24,61.11,4.71,0.21,36.31,11.68,0.12
Nickel,Recycled,Recycled,167.71,5.52,11.02,377.56,60.02,1.05,0.17,11.16,15.36,0.17
Tin,Recycled,Reused,22.36,1.53,5.36,134.32,73.09,4.93,0.51,18.8,7.5,0.07
Zinc,Hybrid,Landfilled,43.99,5.4,2.44,220.2,56.74,4.8,0.5,3.06,9.38,0.11
Gold,Primary,Recycled,325.09,35.57,209.5,164.65,75.17,5.09,0.22,3401.0,12.51,0.04
Steel,Recycled,Landfilled,86.99,1.43,7.05,219.06,77.34,6.46,0.3,1.93,27.11,0.02
Gold,Recycled,Landfilled,446.81,37.24,146.87,173.52,79.04,4.26,0.31,4388.85,33.47,0.04
Gold,Hybrid,Landfilled,456.79,34.4,275.53,130.99,33.23,2.88,0.54,3754.1,28.66,0.02
Zinc,Primary,Reused,100.05,8.97,9.42,146.33,22.43,4.9,0.38,3.73,10.05,0.1
Copper,Primary,Recycled,41.23,5.79,3.88,275.93,78.97,2.64,0.29,5.43,12.87,0.03
Nickel,Recycled,Landfilled,104.73,12.34,10.06,196.5,66.34,3.29,0.51,17.33,6.06,0.06
Aluminium,Recycled,Recycled,101.39,9.41,15.66,416.55,81.52,5.85,0.41,2.27,17.48,0.29
Copper,Primary,Reused,44.56,7.13,14.5,264.62,7.76,5.45,0.25,6.08,14.89,0.13
Lead,Primary,Landfilled,55.47,4.59,7.34,261.04,89.42,1.02,0.36,2.02,5.3,0.07
Steel,Primary,Recycled,62.29,4.77,4.46,376.94,88.8,6.49,0.68,1.41,25.54,0.07
Silver,Recycled,Recycled,218.3,12.91,78.49,112.51,67.41,3.25,0.49,1227.14,15.33,0.03
Lead,Primary,Landfilled,85.7,4.96,5.24,201.99,58.17,2.73,0.62,1.79,10.38,0.14
Lead,Hybrid,Recycled,45.27,5.8,6.62,215.57,37.02,1.03,0.4,1.25,5.45,0.12
Copper,Recycled,Landfilled,146.34,5.52,8.58,269.89,47.22,2.23,0.27,6.62,19.95,0.18
Gold,Hybrid,Recycled,310.68,22.5,204.62,192.89,35.46,2.28,0.17,4185.38,45.3,0.03
Lead,Recycled,Reused,47.31,2.02,5.42,204.7,50.66,2.21,0.72,2.12,14.71,0.1
Nickel,Recycled,Landfilled,130.8,7.08,16.76,369.33,76.2,5.01,0.54,10.67,5.69,0.05
Copper,Primary,Reused,115.18,3.35,13.07,385.68,83.13,3.86,0.19,6.84,6.39,0.05
Zinc,Hybrid,Recycled,92.04,7.07,10.99,136.43,50.23,3.63,0.36,3.96,7.0,0.11
Lead,Primary,Landfilled,30.55,4.89,6.21,265.23,53.61,2.1,0.61,1.29,6.16,0.14
Copper,Recycled,Landfilled,83.77,8.62,5.22,319.71,69.17,5.5,0.11,5.75,17.29,0.05
Silver,Primary,Recycled,185.83,14.54,94.5,53.17,74.56,3.19,0.44,937.41,13.09,0.02
Gold,Primary,Recycled,463.43,36.35,122.05,175.15,88.46,3.5,0.51,3105.36,49.6,0.04
Lead,Primary,Reused,54.44,4.01,5.34,250.3,79.64,5.16,0.52,2.11,6.8,0.07
Zinc,Recycled,Recycled,98.66,2.02,8.45,100.37,18.36,5.54,0.54,3.38,5.35,0.17
Copper,Primary,Landfilled,72.55,6.85,9.03,222.96,49.29,5.37,0.32,5.96,19.48,0.15
Aluminium,Primary,Reused,127.5,6.23,6.17,395.07,14.2,2.26,0.41,2.97,19.37,0.21
Tin,Hybrid,Recycled,40.12,3.96,5.83,264.89,11.24,4.47,0.1,22.67,12.99,0.03
Lead,Primary,Landfilled,41.25,6.74,4.49,222.56,23.6,4.11,0.26,2.35,9.42,0.12
Tin,Recycled,Reused,56.43,1.64,5.47,172.4,53.67,3.93,0.58,20.06,5.11,0.09
Nickel,Primary,Landfilled,150.51,5.39,16.34,334.59,11.62,5.78,0.19,18.08,6.31,0.11
Tin,Recycled,Recycled,49.71,5.89,3.06,195.27,36.07,2.77,0.3,15.43,9.79,0.07
Nickel,Hybrid,Recycled,78.74,5.43,6.78,327.13,49.13,1.75,0.53,18.18,10.83,0.2
Tin,Primary,Reused,54.84,1.11,5.8,117.33,30.54,3.65,0.4,19.2,13.97,0.02
Steel,Hybrid,Recycled,54.95,6.36,5.8,213.42,58.56,3.82,0.21,1.29,24.42,0.03
Lead,Primary,Landfilled,77.57,4.63,2.65,205.67,30.28,2.6,0.21,1.97,12.35,0.09
Nickel,Primary,Reused,80.98,13.9,17.34,110.56,32.16,5.5,0.15,14.12,7.9,0.08
Cobalt,Primary,Landfilled,125.92,11.06,12.07,133.64,44.84,3.07,0.56,26.99,18.73,0.09
Tin,Primary,Reused,56.29,3.1,5.83,232.55,47.58,2.46,0.26,18.94,12.65,0.06
Gold,Recycled,Reused,327.19,27.01,233.08,66.21,51.92,5.14,0.19,4890.27,46.88,0.04
Gold,Primary,Landfilled,497.77,23.04,180.13,115.22,48.43,5.39,0.28,4677.49,21.4,0.02
Lead,Recycled,Recycled,55.64,4.46,7.08,131.43,63.21,3.17,0.8,1.4,6.71,0.15
Silver,Recycled,Reused,194.99,20.65,134.41,70.77,70.82,1.71,0.49,1123.89,21.41,0.05
Steel,Hybrid,Reused,86.84,2.61,8.14,382.74,66.96,5.37,0.59,1.79,24.43,0.1
Gold,Hybrid,Recycled,454.89,29.04,131.84,195.73,71.72,1.03,0.37,3127.72,10.63,0.02
Cobalt,Hybrid,Reused,151.59,4.4,7.18,102.06,42.51,3.36,0.58,26.89,12.75,0.18
Silver,Primary,Landfilled,222.55,16.27,107.63,194.51,62.38,3.53,0.52,992.76,13.22,0.03
Lead,Primary,Recycled,55.32,4.64,5.01,89.48,89.82,6.6,0.55,2.47,5.28,0.04
Cobalt,Primary,Landfilled,62.18,10.91,12.95,135.19,19.53,4.18,0.37,21.85,6.95,0.14
Zinc,Hybrid,Reused,50.5,7.96,5.2,258.49,57.61,2.15,0.31,2.22,6.16,0.09
Nickel,Recycled,Landfilled,174.0,9.59,16.66,379.8,10.41,2.11,0.47,17.27,13.23,0.08
Aluminium,Recycled,Reused,190.08,5.62,14.33,383.42,19.16,6.67,0.22,1.96,18.63,0.27
Zinc,Recycled,Recycled,111.94,2.49,10.99,278.22,39.21,3.55,0.57,2.62,10.71,0.07
Cobalt,Recycled,Landfilled,126.87,5.1,5.64,146.26,18.84,3.48,0.29,35.25,7.37,0.07
Nickel,Recycled,Reused,102.2,13.27,14.7,441.45,12.59,4.11,0.53,10.5,13.16,0.25
Copper,Primary,Landfilled,94.08,3.16,6.3,397.53,72.44,5.4,0.42,7.63,15.33,0.08
Silver,Primary,Recycled,317.79,21.17,86.97,87.79,84.09,4.81,0.5,1236.87,21.37,0.05
Steel,Primary,Landfilled,98.42,6.63,2.77,360.64,80.8,4.97,0.39,0.67,38.98,0.04
Zinc,Primary,Landfilled,70.03,7.72,7.24,145.53,69.77,4.99,0.44,2.46,14.98,0.2
Cobalt,Hybrid,Landfilled,133.61,9.65,14.95,324.07,23.99,2.57,0.59,27.89,18.51,0.03
Lead,Recycled,Recycled,25.67,4.64,1.49,132.48,50.6,3.76,0.55,1.68,11.35,0.11
Zinc,Hybrid,Reused,110.43,2.31,2.45,250.28,63.44,3.96,0.44,2.16,14.8,0.18
Steel,Recycled,Reused,73.78,3.4,2.14,314.98,85.92,7.79,0.29,1.05,28.42,0.09
Tin,Hybrid,Recycled,22.42,2.56,4.61,174.4,62.43,4.27,0.56,16.15,6.59,0.06
